,date,text
14,"<span class=""artDateTime"">11.08.2020</span>","<div class=""artDesc""> nu – efter at det i månedsvis har været internationalt anbefalet – til, at man bruger stofmundbind, hvis man ikke har adgang til de medicinske. I vejledningen fra Sundhedsstyrelsen, der er opdateret pr. 7. august 2020, siger direktør <b>Søren</b> <b>Brostrøm</b> bl.a.: »Derfor </div>"
15,"<span class=""artDateTime"">10.08.2020</span>","<div class=""artDesc"">, hvis man har symptomer. - Det gælder især, når vi går ind i efterårssæsonen med mange luftvejssygdomme, siger Kåre Mølbak. Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, siger: - Vi har måske slækket lidt på indsatsen. Nu skal vi have fat igen </div>"
16,"<span class=""artDateTime"">10.08.2020</span>","<div class=""artDesc""> af virus. Ifølge overlæge Robert Skov begyndte de først sent i forløbet at sammensætte et team, der kunne opstille modeller.<b>Søren</b> <b>Brostrøm</b>: Nej, DSB - mundbind erstatter ikke afstand Instituttets direktør var forundret over, at social distancering </div>"
17,"<span class=""artDateTime"">10.08.2020</span>","<div class=""artDesc""> (S) samt transportminister Benny Engelbrecht (S). Liveblog: Seneste nyt om coronakrisen Også direktør i Sundhedsstyrelsen <b>Søren</b> <b>Brostrøm</b> og faglig direktør i Statens Serum Institut Kåre Mølbak vil være med til briefingen. Derudover deltager </div>"
18,"<span class=""artDateTime"">10.08.2020</span>","<div class=""artDesc""> mund og næse ved brug af mundbind ved følgende former for kollektiv trafik, står der blandt andet i bekendtgørelsen. Video med <b>Søren</b> <b>Brostrøm</b>: Sådan tager du mundbind på, så længe holder det, og sådan skiller du dig af med det Herefter </div>"
19,"<span class=""artDateTime"">10.08.2020</span>","<div class=""artDesc""> korrekt på, hvor længe holder det, og hvordan skiller man sig af med det? Det svarer direktør i Sundhedsstyrelsen <b>Søren</b> <b>Brostrøm</b> på i videoen herunder: tool_FB_video_SST_Saadan-Bruger-du-et-mundbind Efter kritik af opskruede priser kan mundbind </div>"
20,"<span class=""artDateTime"">08.08.2020</span>","<div class=""artDesc""> Hospital, Gry Rosenmei. <b>Søren</b> <b>Brostrøm</b>: Nej, DSB - mundbind erstatter ikke afstand På Bispebjerg og Amager Hospital har man valgt ikke at bruge mundbind, medmindre der er symptomer. »Vi kender ikke det fulde omfang af denne sygdom, vi lærer </div>"
21,"<span class=""artDateTime"">08.08.2020</span>","<div class=""artDesc""> hun endnu ikke. Direktør for Sundhedsstyrelsen, <b>Søren</b> <b>Brostrøm</b>, har meldt ud, at det ikke påkrævet, at små børn og ældre med eksempelvis demens skal have mundbind på. På Midttrafiks hjemmeside står, at børn op til 12 år ikke behøver at bære </div>"
22,"<span class=""artDateTime"">07.08.2020</span>","<div class=""artDesc"">,« sagde han. De 10 bud er udformet på anbefaling fra Statens Serum Institut, Styrelsen for Patientsikkerhed og Sundhedsstyrelsen, hvis direktør, <b>Søren</b> <b>Brostrøm</b>, kalder udviklingen i Aarhus for »bekymrende«. Derfor er det 10. bud også en massiv </div>"
23,"<span class=""artDateTime"">07.08.2020</span>","<div class=""artDesc""> Normann Andersen, i en kommentar tidligere på ugen. Forsker om tiltag: Der er tale om en »ret omfangsrig nedlukning af Aarhus« Sundhedsstyrelsens direktør <b>Søren</b> <b>Brostrøm</b> ville fredag ikke afvise, at der senere ville komme et krav om mundbind </div>"
24,"<span class=""artDateTime"">07.08.2020</span>","<div class=""artDesc""> skal ikke have mundbind på, og det kan også være ældre, der for eksempel har vejrtrækningsbesvær eller lettere demens og derfor ikke selv kan tage det af og på, siger <b>Søren</b> <b>Brostrøm</b> på et pressemøde fredag. Han udelukker ikke, at krav om mundbind kan </div>"
25,"<span class=""artDateTime"">06.08.2020</span>","<div class=""artDesc""> mod alle former for trusler. Hiroshimas borgmester råber verdens lande op på 75-året for bombe DET SKRIVER DE ANDRE MEDIER OM Avisen Danmark: Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, kritiserer DSB for beslutningen om at afskaffe kravet </div>"
26,"<span class=""artDateTime"">05.08.2020</span>","<div class=""artDesc""> <b>Brostrøm</b>, til fagbladet Ingeniøren. I en skriftlig kommentar til Ingeniøren lyder det, at anbefalingen skal ses som et ""supplement"". Meldingen fra <b>Søren</b> <b>Brostrøm</b> kommer, efter at DSB har fjernet kravet om pladsbillet, når man rejser. Dermed </div>"
27,"<span class=""artDateTime"">05.08.2020</span>","<div class=""artDesc"">Sundhedstyrelsens direktør <b>Søren</b> <b>Brostrøm</b> er ikke udtalt tilfreds med, at DSB har valgt at skrotte kravet om pladsbillet, efter Sundhedsstyrelsens anbefaling om at bruge mundbind i kollektiv trafik under myldretid. Det er en forkert </div>"
28,"<span class=""artDateTime"">04.08.2020</span>","<div class=""artDesc""> behovet for mundbind. Gælder det også færger? Selv om metro, busser og tog har været mest fremhævet i forbindelse med den nye anbefaling om mundbind, nævner Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, faktisk også færger som et sted </div>"
29,"<span class=""artDateTime"">01.08.2020</span>","<div class=""artDesc"">Torsdag i denne uge var en for coronakrisen ganske almindelig dag for de danske forhandlere af mundbind. Så slog klokken 12, og direktør i Sundhedsstyrelsen, <b>Søren</b> <b>Brostrøm</b>, anbefalede officielt for første gang at bruge mundbind </div>"
30,"<span class=""artDateTime"">31.07.2020</span>","<div class=""artDesc"">Sundhedsstyrelsen anbefaler fra fredag, at danskerne har mundbind med sig, hvis de skal deltage i optog, forsamlinger eller i offentlig transport i myldretiden. Styrelsen, og styrelsens direktør <b>Søren</b> <b>Brostrøm</b>, har ellers i modsætning </div>"
31,"<span class=""artDateTime"">31.07.2020</span>","<div class=""artDesc""> med at ferien slutter, og genåbningen går ind i fase fire,« siger Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>. Sundhedsstyrelsen lægger i sine nye anbefalinger vægt på, at der bliver stigende trængsel i den kollektive trafik, fordi mange kommer hjem </div>"
32,"<span class=""artDateTime"">30.07.2020</span>","<div class=""artDesc"">. Sundhedsstyrelsens direktør <b>Søren</b> <b>Brostrøm</b> skriver på Twitter, at myndighederne er opmærksomme på, at covid-19 »kan forekomme hyppigere hos personer med anden herkomst end dansk«. »Sproglige barrierer skal ikke stå i vejen for tilgængelig information </div>"
33,"<span class=""artDateTime"">29.07.2020</span>","<div class=""artDesc""> nye ansøgninger til den såkaldte Daca-ordning. Trump strammer skruen for unge migranter op til valget DET SKRIVER DE ANDRE MEDIER OM Avisen Danmark: Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, går ikke i panik over stigende coronasmitte </div>"
34,"<span class=""artDateTime"">28.07.2020</span>","<div class=""artDesc"">. nedlukningen af Danmark. Men dokumenter, som Jyllands-Posten afdækkede allerede i maj, viste, at Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, i flere omgange ikke anbefalede en så omfattende nedlukning som regeringen. Herunder at nedlukke skoler </div>"
35,"<span class=""artDateTime"">28.07.2020</span>","<div class=""artDesc"">Der er på nuværende tidspunkt ikke grund til at bære mundbind i Danmark i butikker, offentlig transport eller andre steder i det offentlige rum. Det fastslår Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, i et interview med DR. - Mundbind </div>"
36,"<span class=""artDateTime"">28.07.2020</span>","<div class=""artDesc""> i en rigsretssag. Professoren har glemt, at man ikke skal præjudicere (fælde dom, før alle sagens aspekter er belyst). Den 25. juli kan Kåre Mølbak fra Statens Serum Institut fortælle, at han har en anden opfattelse af forløbet, end <b>Søren</b> <b>Brostrøm</b> har </div>"
37,"<span class=""artDateTime"">25.07.2020</span>","<div class=""artDesc""> Syddansk Universitet, til, at det i medierne i flere omgange er kommet frem, at regeringens to fremmeste sundhedsfaglige rådgivere, <b>Søren</b> <b>Brostrøm</b>, direktør i Sundhedsstyrelsen, og Kåre Mølbak, faglig direktør i Statens Serum Institut </div>"
38,"<span class=""artDateTime"">25.07.2020</span>","<div class=""artDesc""> Politiken i en mail til avisen. Fredag kunne en anden avis - B.T. - ellers fremlægge en mail fra Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, der gav et andet billede. Nedtælling til midnat: Hemmeligt referat viser, hvad der blev sagt bag lukkede </div>"
39,"<span class=""artDateTime"">24.07.2020</span>","<div class=""artDesc"">, at Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, frarådede at lukke skoler, børnehaver og vuggestuer. Anbefalingen kom, syv timer før statsminister Mette Frederiksen (S) på et pressemøde meddelte, at nedlukningen skete på ""myndighedernes anbefaling </div>"
40,"<span class=""artDateTime"">01.07.2020</span>","<div class=""artDesc""> rapport fra Verdenssundhedsorganisationen (WHO), at danske unge ligger helt i toppen i Europa, når det kommer til indtag af alkohol. <b>Søren</b> <b>Brostrøm</b>, direktør for Sundhedsstyrelsen, har ligeledes flere gange udtrykt ønske om en sundere drukkultur </div>"
41,"<span class=""artDateTime"">27.06.2020</span>","<div class=""artDesc""> dømmekraft hos sundhedsmyndighederne. Vi betvivlede ikke indholdet i deres udsagn, og pressemøderne blev vores gudstjenester. For mig toppede det, da et ægtepar, som boede sammen, spurgte <b>Søren</b> <b>Brostrøm</b>, om de måtte have sex under coronakrisen </div>"
42,"<span class=""artDateTime"">27.06.2020</span>","<div class=""artDesc"">, Sundhedsstyrelsen, indefra efter et års ansættelse som centerchef under <b>Søren</b> <b>Brostrøm</b> – det bekendtskab vender vi tilbage til. Og efter fem år som tydelig, pragmatisk og værdsat formand for Yngre Læger fra 2013 til 2018 kender hun alle kroge og ømme tæer </div>"
43,"<span class=""artDateTime"">25.06.2020</span>","<div class=""artDesc"">: Danskerne har den højeste tillid i Europa til statens coronahåndtering. Men tilliden og efterlevelsen af sundhedsråd skrider, hvis indsatsen ikke er logisk og konsistent, siger <b>Søren</b> <b>Brostrøm</b> efter hård kritik. JP MENER: Lediggang er roden </div>"
44,"<span class=""artDateTime"">24.06.2020</span>","<div class=""artDesc""> grad, der var enighed mellem regeringen og myndighederne om, hvad de korrekte og passende tiltag var. I starten af forløbet var direktør for Sundhedsstyrelsen <b>Søren</b> <b>Brostrøm</b> til stede på ganske mange pressemøder - specielt dem ledt af Mette </div>"
45,"<span class=""artDateTime"">10.06.2020</span>","<div class=""artDesc""> i flere år. For øvrigt også i Region Hovedstaden, hvor 300-350 skal genindkaldes. Hvem bliver fyret der? Sundhedsstyrelsen vil undersøge lavdosis scanning Det fremgår også af JP-artiklen, at sundhedsstyrelsens direktør <b>Søren</b> <b>Brostrøm</b> </div>"
46,"<span class=""artDateTime"">10.06.2020</span>","<div class=""artDesc""> indsats vil fastholde fokus på, hvordan man undgår at sprede smitte. For Lis Lehm er verden stadig farlig: »Det kan vokse og vokse, og til sidst må man sætte sig ned på sin numse og sige: Hvad er fakta« <b>Søren</b> <b>Brostrøm</b>, direktør </div>"
47,"<span class=""artDateTime"">09.06.2020</span>","<div class=""artDesc"">« og sagde direkte, at det var »myndighedernes anbefaling« at lukke ned. Men som Jyllands-Posten har beskrevet, kom så vidtgående en anbefaling ikke fra Sundhedsstyrelsen. Tværtimod blokerede direktør <b>Søren</b> <b>Brostrøm</b> for at iværksætte generelle </div>"
48,"<span class=""artDateTime"">07.06.2020</span>","<div class=""artDesc""> at begynde, hvis vi vil ændre alkoholkulturen blandt mindreårige. Derfor er det glædeligt, at Sundhedsstyrelsen nu – ifølge direktør <b>Søren</b> <b>Brostrøm</b> – vil have fokus på netop dette. Og nej, teenagerne får ikke bare alkoholen et andet sted fra – og jo </div>"
49,"<span class=""artDateTime"">06.06.2020</span>","<div class=""artDesc""> og Kræftens Bekæmpelse, som var initiativtager til mødet, fastslår Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, dog, at der mangler forskning og dokumentation for generelt at kunne bruge lavdosis CT-scanninger, som man har gjort i Silkeborg. »Der </div>"
50,"<span class=""artDateTime"">06.06.2020</span>","<div class=""artDesc""> i Sundhedsstyrelsen, <b>Søren</b> <b>Brostrøm</b>, flere gange sagt, at man ikke vil anbefale raske danskere at bruge ansigtsmaske. I hele verden er der registreret mere end 394.000 coronarelaterede dødsfald, mens over 6,7 millioner personer er blevet testet positive </div>"
51,"<span class=""artDateTime"">04.06.2020</span>","<div class=""artDesc"">, at det var Sundhedsstyrelsen, der afgjorde, om epidemilovens indgreb kunne iværksættes mod en sygdom som covid-19. Den magt brugte styrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, til at blokere for generelle tvangsindgreb. Alligevel sagde Mette Frederiksen den 11. marts </div>"
52,"<span class=""artDateTime"">01.06.2020</span>","<div class=""artDesc""> at frygte. Sundhedsstyrelsens leder, <b>Søren</b> <b>Brostrøm</b>, har svigtet ved ikke at lave en beredskabsplan for flere år siden, selv om der har været mange advarsler om, at dette ville komme. Alle over 80 år kunne have været identificeret </div>"
53,"<span class=""artDateTime"">31.05.2020</span>","<div class=""artDesc""> offentliggjorte mails viser, at sundhedsdirektør <b>Søren</b> <b>Brostrøm</b> frarådede den massive nedlukning, og at Sundhedsstyrelsen langt ind i marts var imod forbud mod større forsamlinger, da der »ikke er god dokumentation for den smitteforebyggende effekt </div>"
54,"<span class=""artDateTime"">31.05.2020</span>","<div class=""artDesc""> i Folketinget om den vidtgående hastelov pegede på Sundhedsstyrelsen, på trods af at selvsamme styrelse ikke mente, at der var grund til at lave så indgribende en lov. Skepsissen blev udtrykt af direktør <b>Søren</b> <b>Brostrøm</b> i en mail, som ministeriet modtog </div>"
55,"<span class=""artDateTime"">31.05.2020</span>","<div class=""artDesc""> de eksistentielle udfordringer, en krise som corona-epidemien river med sig. »Det er ikke nok, at <b>Søren</b> <b>Brostrøm</b> leverer faktuelle svar på, hvad vi skal gøre for at undgå kaos. Vi har også brug for at blive mødt i vores angst, og her kan litteraturen give </div>"
56,"<span class=""artDateTime"">30.05.2020</span>","<div class=""artDesc""> og dens direktør, <b>Søren</b> <b>Brostrøm</b>, helt op til pressemødet afstod fra at anbefale en stor nedlukning og direkte modsatte sig generelle tvangsindgreb. Det afdækkede Jyllands-Posten fredag i sidste uge. Siden har regeringen nægtet at forklare </div>"
57,"<span class=""artDateTime"">30.05.2020</span>","<div class=""artDesc""> torsdag fastslår direktøren, <b>Søren</b> <b>Brostrøm</b>, over for avisen, at Regionshospitalet Silkeborg ikke har leveret tilstrækkelig videnskabelig dokumentation for brugen af lavdosis scanninger i forbindelse med mistanke om lungekræft. »Vi fik en grundig </div>"
58,"<span class=""artDateTime"">29.05.2020</span>","<div class=""artDesc"">Statsminister Mette Frederiksen (S) ser intet odiøst i, at en højtstående embedsmand blev bedt om at lægge sin faglighed til side i forbindelse med coronasituationen. Det er Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, der i marts </div>"
59,"<span class=""artDateTime"">29.05.2020</span>","<div class=""artDesc""> ud fra et forsigtighedsprincip og gik længere, end sundhedsmyndighederne anbefalede. Men at Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, efter nedlukningen i en mail blev bedt om lægge sin faglighed til side af Sundhedsministeriets departementschef er stærkt </div>"
60,"<span class=""artDateTime"">29.05.2020</span>","<div class=""artDesc""> for sundhedsfaglige vurderinger fører til uventede krøller. Senest gik <b>Søren</b> <b>Brostrøm</b> viralt i udlandet og herhjemme, da han i over et minut udfoldede sig om danske singlers tilladelse til at dyrke sex. Kåre Mølbak fra Statens Serum Institut tilføjede </div>"
61,"<span class=""artDateTime"">29.05.2020</span>","<div class=""artDesc""> har coronasituationen samlet nationen, men eftersom det er meget tydeligt, hvor i landet smittetrykket er højest, giver det også anledning til pegen fingre mellem landsdelene. Politiken: Sundhedsministeriets departementschef bad <b>Søren</b> <b>Brostrøm</b> om at droppe </div>"
62,"<span class=""artDateTime"">28.05.2020</span>","<div class=""artDesc"">Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, blev i marts bedt om at droppe embedsmændenes grundprincip om rimelighed og i stedet anerkende regeringens ""ekstreme forsigtighedsprincip"". Sådan lød budskabet fra Sundheds- og Ældreministeriets </div>"
63,"<span class=""artDateTime"">28.05.2020</span>","<div class=""artDesc"">, der er Sveriges svar på <b>Søren</b> <b>Brostrøm</b>, siger torsdag til TV2, at han mener, at grænsen mellem Sverige og Danmark bør åbnes. Åbner Danmark grænserne til naboerne hinsidan, vil det ikke få antallet af smittede til at stige, vurderer han. - Jeg tror ikke </div>"
64,"<span class=""artDateTime"">27.05.2020</span>","<div class=""artDesc""> tvangsindgreb i det strategipapir med »mulige tiltag«, som Sundhedsstyrelsen offentliggjorde 10. marts, altså dagen før pressemødet om nedlukningen. Et papir, som direktør <b>Søren</b> <b>Brostrøm</b> siden har omtalt som sundhedsmyndighedernes »værktøjskasse </div>"
65,"<span class=""artDateTime"">27.05.2020</span>","<div class=""artDesc""> om offentliggørelse af de positive tal mellem <b>Søren</b> <b>Brostrøm</b>, direktør for Sundhedsstyrelsen, og Kåre Mølbak, faglig direktør på Statens Serum Institut. Smittetrykket blev ifølge Ekstra Bladet i mailen beskrevet som værende lavere end forventet </div>"
66,"<span class=""artDateTime"">25.05.2020</span>","<div class=""artDesc""> til erfaringerne i de lande, der blev ramt før os,« siger han. <b>Søren</b> <b>Brostrøm</b> sagde god for sex mellem singler - i Sverige er det en smitterisiko De aktuelle tal fra Statens Serum Institut viser, at coronavirussen fortsat er under kontrol. 116 patienter </div>"
67,"<span class=""artDateTime"">25.05.2020</span>","<div class=""artDesc"">Ekstra Bladet bringer mandag aften en mail, hvor direktør i Sundhedsstyrelsen <b>Søren</b> <b>Brostrøm</b> til ""centrale embedsmænd"" den 1. marts advarer mod, at en stor nedlukning af Danmark kan gøre mere skade end gavn. Mailen er sendt ti dage før </div>"
68,"<span class=""artDateTime"">25.05.2020</span>","<div class=""artDesc""> nedlukning af skoler og andre dele af samfundet. Mandag er det dog Sverige, der viser sig mest tilbageholdende på et punkt: Sex mellem singler. For nogle husker måske, at Sundhedsstyrelsens <b>Søren</b> <b>Brostrøm</b> i april tog ordet på en af de dengang </div>"
69,"<span class=""artDateTime"">24.05.2020</span>","<div class=""artDesc""> med de mennesker, der har været involveret,« siger Jørgen Grønnegaard Christensen, som dog samtidig understreger, at det vil være frivilligt for personer – eksempelvis Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, eller seruminstituttets faglige direktør </div>"
70,"<span class=""artDateTime"">22.05.2020</span>","<div class=""artDesc""> mod covid-19, og her stod omfattende nedlukninger ikke nævnt med et ord. Forinden havde Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, underskrevet en indstilling, der direkte blokerede for generelle og vidtgående tvangsindgreb Alligevel henviste </div>"
71,"<span class=""artDateTime"">22.05.2020</span>","<div class=""artDesc""> af forløbet omkring nedlukningen af landet 11. marts. Avisen skriver, at Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, ifølge flere dokumenter ikke anbefalede nedlukning. Statsminister Mette Frederiksen (S) sagde dog netop på det historiske pressemøde </div>"
72,"<span class=""artDateTime"">22.05.2020</span>","<div class=""artDesc""> fra Sundhedsstyrelsen og direktør <b>Søren</b> <b>Brostrøm</b>. For det første indgik nedlukninger ikke i det katalog af »mulige tiltag«, som Sundhedsstyrelsen offentliggjorde dagen før det historiske pressemøde. For det andet havde <b>Søren</b> <b>Brostrøm</b> to uger forinden </div>"
73,"<span class=""artDateTime"">21.05.2020</span>","<div class=""artDesc""> alligevel, om den ville tillade tvangsindgreb pga. coronaudbruddet. Svaret sendte direktør <b>Søren</b> <b>Brostrøm</b> i et brev til Sundhedsministeriet den 28. februar, dagen efter det anspændte møde i regeringens sikkerhedsudvalg. Beskeden var kort fortalt </div>"
74,"<span class=""artDateTime"">21.05.2020</span>","<div class=""artDesc"">, at Sundhedsstyrelsen ikke havde nedfældet en så vidtgående anbefaling. Så sent som dagen før pressemødet den 11. marts udformede styrelsen en liste af »mulige tiltag« mod covid-19. Her stod nedlukninger og tvangsindgreb ikke nævnt. Dertil kommer, at <b>Søren</b> </div>"
75,"<span class=""artDateTime"">21.05.2020</span>","<div class=""artDesc""> eller skarp, man kan bebrejde Kåre Mølbak, at han ikke udtalte sig mere klart om anden bølge, man vil have <b>Søren</b> <b>Brostrøm</b> til at forklare andres udtalelser. Osv. Jeg synes, man i denne debat i denne vanskelige tid skulle falde lidt ned på jorden </div>"
76,"<span class=""artDateTime"">20.05.2020</span>","<div class=""artDesc""> end Sundhedsstyrelsen, hvor direktør <b>Søren</b> <b>Brostrøm</b> i TV-Avisen afviste den bekymring og i stedet slog fast, at risikoen kan undgås ved hyppig håndvask. Overblik: Mange usikkerheder i ny coronarapport fra SSI Samtidig bekymrer det også eksperterne, hvordan </div>"
77,"<span class=""artDateTime"">19.05.2020</span>","<div class=""artDesc""> ekspertgruppen med adgang til alle relevante sagsakter og notater fra de ministerier og styrelser, der har været involveret i coronaindsatsen. Ekspertgruppen skal også have mulighed for at interviewe centrale politikere og embedsfolk som <b>Søren</b> <b>Brostrøm</b> </div>"
78,"<span class=""artDateTime"">19.05.2020</span>","<div class=""artDesc""> formål siden den 14. marts, da regeringen lukkede landet ned. Dengang lød det fra Sundhedsstyrelsens direktør, <b>Søren</b> <b>Brostrøm</b>, at beslutningen om grænselukning var politisk og ikke sundhedsfaglig. I diskussionen om genåbning af landets grænser </div>"
79,"<span class=""artDateTime"">19.05.2020</span>","<div class=""artDesc""> har selv umanérlig svært ved at abstrahere fra karakterer, der har fysisk kontakt, når han ser Netflix. »Det er jo ikke, fordi det er væmmeligt at kigge på. Men vi er blevet så bevidste om, hvad vi selv må for <b>Søren</b> <b>Brostrøm</b>, at når vi ser nogen </div>"
80,"<span class=""artDateTime"">17.05.2020</span>","<div class=""artDesc""> på ”Brinkmanns Briks” (P1-program) kommer <b>Søren</b> <b>Brostrøm</b> og Tor Nørretranders ind på begreberne psyke og soma, der handler om henholdsvis vores mentale og fysiske helbred. Én blandt mange gode pointer er, at vores immunforsvars styrke er helt afhængigt </div>"
81,"<span class=""artDateTime"">16.05.2020</span>","<div class=""artDesc"">-Posten i oktober 2017 imod hospitalsledelsens ønske og senest den 19. november i fjor på en national konference om lungekræft. Direktør for Sundhedsstyrelsen <b>Søren</b> <b>Brostrøm</b> har udtalt, at han glædede sig til at se resultaterne i et peer </div>"
82,"<span class=""artDateTime"">16.05.2020</span>","<div class=""artDesc""> overlægen finpudses og skrives sammen til en publikation. Men dataene kan godt ”omtales”, skriver Fredberg. 12.5.2019: Dokumentet med de uofficielle data sendes til direktør i Sundhedsstyrelsen <b>Søren</b> <b>Brostrøm</b>, der bemærker, at han glæder </div>"
83,"<span class=""artDateTime"">14.05.2020</span>","<div class=""artDesc""> anstrengelse,« skriver Sundhedsstyrelsen i sin seneste anbefaling. Videnskab.dk har forsøgt at få yderligere kommentarer fra Sundhedsstyrelsen uden held, men over for DR fortæller Sundhedsstyrelsens direktør <b>Søren</b> <b>Brostrøm</b>, at der ligger faglig </div>"
