;date;text;id;key
35;2020-08-26 12:26:09+00:00;Det haster med neutrale pakker @Heunicke @DKsundhed Erfaringer fra andre lande viser, at færre unge ryger, hvis man fjerner cigaretpakkernes mærker, logoer, farve og anden branding. I dag ser kun hver femte advarslerne på cigaretpakkerne #dkpol #sundpol;1298597601248509952;Heunicke
36;2020-08-26 12:24:52+00:00;En lille sundhedsmæssige krise eksisterer, men den krise vi taler om her er politiske;1298597277829935106;Heunicke
37;2020-08-26 12:20:54+00:00;Btw, hvis I skal tale uddannelse, så sørg lige for vi ikke skal spare mere. På UCN får vi snart en ret ambitiøs strategi, og skal den realiseres, så kan vi sgu ikke spare mere ;1298596280306929671;Heunicke
38;2020-08-26 12:19:30+00:00;Well, gør nogen af os egentlig det? ;1298595925431025664;Heunicke
39;2020-08-26 12:17:15+00:00;Personligt får jeg ikke nær nok kage. @Heunicke må lige stramme sig an ;1298595361423077376;Heunicke
40;2020-08-26 12:08:20+00:00;På mit arbejde skal vi blive hjemme til vi har 2 negative resultater. Første test er ikke nok.;1298593116933500928;Heunicke
41;2020-08-26 12:03:14+00:00;21.528 testede - 57 smittede. 19 indlagte - 3 på intensiv. Skal vi se og få de stadions op på en god og forsvarlig måde @Heunicke og @Joymogensen ? #sldk;1298591834940334081;Heunicke
42;2020-08-26 11:57:13+00:00;Godt med fokus på ulighed i sundhed i den kommende #TiÅrsPlanForPsykiatrien, @heunicke. Det er en trist kendsgerning, at mange mennesker med svære psykiske lidelser lever kortere, og det skal ti-års-planen rette op på #sundpol #dkpol #StyrkPsykiatrienNu;1298590317701210114;Heunicke
43;2016-07-09 21:38:49+00:00;Arabic introduction for Marcelle Aleid porject - مارسيل العيد تتحدث عن ذ... https://youtu.be/yTBEzpTB8Gw via @YouTube #Marcelle_Aleid #MyOneThing;751893396118237184;Heunicke
44;2020-08-26 11:53:58+00:00;TAK! Det giver så meget mening - og sparer værdifuld tid i både sygevæsnet og familierne!;1298589502026522626;Heunicke
45;2020-08-26 11:37:32+00:00;Mon ikke der kan lempes lidt? ;1298585365280948230;Heunicke
46;2020-08-26 11:04:45+00:00;"Problematisk at mange kæmper med alvorlige #senfølger af #COVID19dk De skal ikke stå alene men hjælpes bedst muligt tilbage til hverdagen. Så @PHummelgaard &amp; @Heunicke hvordan følger vi op på landsplan og støtter de ramte?? #dkpol #arbejdsmiljø";1298577114447466507;Heunicke
47;2020-08-26 10:50:28+00:00;Det her er super smart Tak Danmark @regionerne @StephLouiseATB @Heunicke Nu kan man se svar på Corona test fra dine børn. #COVID19dk #Corona #Covid_19 #dkpol #sundpol #dkmedier;1298573520964919300;Heunicke
48;2020-08-26 10:42:25+00:00;Kunne I ikke også tage og sende en sms når der ligger et prøvesvar klar? I sender jo en sms med påmindelse om at man har en tid til podning.;1298571493639704576;Heunicke
49;2020-08-26 10:37:29+00:00;Hvordan kan det være, at 1813 oplyser, at man ikke ønsker at teste børn, da testen kan skramme barnet?;1298570253816008704;Heunicke
50;2020-08-26 10:35:08+00:00;Kom lige frem med dine beviser på at #COVID19dk ikke findes;1298569663903916032;Heunicke
51;2020-08-26 10:28:56+00:00;"I en lyserød verden hvor alt som det skal være. Men i det tager man (går jeg ud fra) sjældent i mente penge og magt. Samt hvad nu når videnskaben tager ""fejl"" eller ikke kan forklarer udefra tidligere eller andre videnskabelige forklaringer. Ex klima og lignende.";1298568100321857541;Heunicke
52;2020-08-26 10:22:57+00:00;Det lyder virkeligt fint og det er en rigtig god indledning til en bog. Dog syntes jeg at det også tegner et billede som der bliver skrevet tidligere i ovenstående, at hvis du ikke mener eller tror det samme så er man benægter/konspirationteorist/dum. Det virker også ligetil i..;1298566594780700672;Heunicke
53;2020-08-26 10:20:59+00:00;jeg kæmpede lidt med begrænse mine ord til tweeted, så der røg en pænt væsentlig pointe. Permanent immunitet sås der mere tvivl om. Igen vigtigt at understrege det er tvivl ingen facts. Men det vil være væsentligt for hvordan tingene kan udvikle sig.;1298566101631225857;Heunicke
54;2020-08-26 10:03:09+00:00;Der er flere spørgsmål end svar i de 2 temaer... ;1298561612991926272;Heunicke
55;2020-08-26 09:55:16+00:00;Det er helt katastrofalt. Jeg er bange for, at FL har været politisk opportunt (@venstredk ) for at spare på sundhedsudgifter, til fordel for @larsloekke profilering, af mere iøjenfaldende sygdomme. Alt andet end lighed i sundhed. Det må @Heunicke kigger kritisk på. ;1298559631653036032;Heunicke
56;2020-08-26 09:45:25+00:00;Du mener svar på jeres fake sygdom?;1298557150323671041;Heunicke
57;2020-08-26 09:34:42+00:00;Er full face styrthjelm godkendt som visir, hvis man har det på i det offentlige? @Heunicke #dkpol #COVID19dk;1298554453675642880;Heunicke
58;2020-08-26 09:34:22+00:00;Du får gratis ydelse jeg betaler for. Vær taknemmelig;1298554371303759872;Heunicke
59;2020-08-26 09:29:59+00:00;@Heunicke kvitterede positivt på forslaget. @regionerne ser frem til dialog om en folkesundhedslov i DK. D. 28 sep giver @kommunerne @SundByNet @vidensraadet @FPbranche @KlausBondam @cancer_dk ,de almene boliger mfl bud på potentialet. Målet er et sundere og mere bæredygtigt DK;1298553268998676480;Heunicke
60;2020-08-26 09:29:40+00:00;Det er vil glade for - tak for det @Heunicke ;1298553187293630466;Heunicke
61;2020-08-26 09:28:56+00:00;Fedt. Så skal der festes og krammes indtil tallet når op på 1,2 hvorefter vi tager endnu en pause.;1298553004476575744;Heunicke
62;2020-08-26 09:16:00+00:00;Vigtigt fokusområde! I @BedrePsykiatri foreslår vi, at et mål i #TiÅrsPlanForPsykatri bliver at overdødeligheden blandt psykisk syge reduceres med mindst 30 pct. ;1298549746886488064;Heunicke
63;2020-08-26 08:59:50+00:00;Kan du forklare den overdødelighed der er i mange lande med andet?;1298545680877793280;Heunicke
64;2019-01-01 14:40:41+00:00;So. Much. Silverware. These 10 clubs have dominated Europe's top 5 leagues.;1080111576320016385;Heunicke
65;2020-08-26 08:59:13+00:00;Ja du er sgu en klovn, Jørgen.;1298545524023406592;Heunicke
66;2020-08-26 08:57:02+00:00;Er det så nu op til 72 timer vi som forældre skal sidde hjemme fra testen er taget? Var det ikke 24 timer?;1298544975446192128;Heunicke
67;2020-08-26 08:55:55+00:00;Super!!! :-) Så giver din planlagte tvangsvaccinering af danskerne heldigvis ingen mening længere. Den har du utvivlsomt droppet så?? #Covid_19;1298544693450506240;Heunicke
68;2020-08-26 08:55:05+00:00;Opfylder PCR testen Koch's postulat?;1298544482619711489;Heunicke
69;2020-08-26 08:54:59+00:00;De dumme mener du vel ;1298544458728910849;Heunicke
70;2020-08-26 08:50:12+00:00;Det lyder rigtig godt. Husk de børn der er i døgnpleje og hvor deres forældre måske ikke magter teknikken;1298543255567699968;Heunicke
71;2020-08-26 08:44:05+00:00;Fra i dag bliver det nemmere for alle at se sit eget og sine børns COVID-19 prøvesvar direkte på http://sundhed.dk. Læs mere om den tekniske løsning, som gode folk har arbejdet hårdt på at få igennem og sat op #COVID19dk #sundpol @regionerne https://www.sundhed.dk/borger/service/nyheder-fra-sundheddk/nyheder/ritzau/13598678/;1298541718019739649;Heunicke
72;2020-08-26 08:42:33+00:00;Det kan godt være at der var værnemidler nok, men i så fald blev de ikke fordelt. Jeg har som ansvarshavende isoleret borgere, men fik ordre på ikke at udlevere værnemidler, til medarbejder før beboerne var testet positive. En ordre jeg naturligvis ignorere.;1298541331418091520;Heunicke
73;2020-08-26 08:37:13+00:00;Vigtigt at placere ansvaret hos politikerne - det er her barnets ret til intakt krop tilsidesættes for politiske interesser https://www.dr.dk/nyheder/indland/naeste-gang-et-barn-er-ved-doe-af-en-omskaering-saa-tilfalder-ansvaret-medlemmerne @Heunicke @ChristianJMads1;1298539986812309505;Heunicke
74;2020-08-26 08:34:42+00:00;Skønt!! Tak for det ;1298539352960761856;Heunicke
75;2020-08-26 08:29:40+00:00;Der er ikke voksende tvivl om flokimmunitet. Tværtimod.;1298538085974761472;Heunicke
76;2020-08-26 08:26:30+00:00;God begyndelse. Så resterer der “blot” at få tiderne til test af barn og svartiden reduceret. Der spildes mange arbejdsdage dagligt for arbejdsgiverne fordi forældre er hjemme med snotbørn, som er udelukket fra skole og daginstitution. #sundpol;1298537292500525056;Heunicke
77;2020-08-26 08:08:28+00:00;Nu kan du se dit barns COVID-19-svar på http://sundhed.dk “Mange har ventet på det. Nu behøver du ikke ringe til din læge for svar,” siger @stephanie_lose. PM fra os, http://sundhed.dk og @DKsundhed @Heunicke https://www.regioner.dk/services/nyheder/2020/august/nu-er-det-nemmere-at-se-dit-og-dit-barns-covid-19-svar #sundpol #dkpol;1298532752892006400;Heunicke
78;2020-08-26 08:00:40+00:00;Ja! Risikogruppen (ældre, kronikere osv) og frontpersonale (sundhed, pleje osv) først.;1298530789219540992;Heunicke
79;2020-08-26 07:55:44+00:00;Heunicke om prioriteringen af værnemidler: Min styrelse handlede klogt og rigtigt ;1298529549333024768;Heunicke
80;2020-08-26 07:48:58+00:00;* >= 1, selvfølgelig.;1298527844910473216;Heunicke
81;2020-08-26 07:47:31+00:00;"Helt sikkert. Jeg er enig Peter. Men et kontakttal på 0,8 er virkelig ""flot"" i internationale sammenhænge med de nuværende ""slappe"" restriktioner, hvis man ellers kan bruge de adjektiver. Hatten af for det. Værd at fejre.";1298527478626111488;Heunicke
82;2020-08-26 07:45:19+00:00;Selvfølgelig under simplificerende antagelser. Det er også sådan at en epidemi kan uddø selv med kontakttal >= 0, men der skal man ned på lavere total antal smittede før det har større betydning.;1298526928551522304;Heunicke
83;2020-08-26 07:41:56+00:00;Hvis der ikke kommer smitte udefra, så forsvinder smitten pr definition på 7 generationer hvis der ikke er kæder over 7 personer, så mon ikke de findes? Husk at der er tale om middelværdier, så nogle smitter 0 og andre smitter 1,2,3,4,...;1298526075866292224;Heunicke
84;2020-08-26 07:34:48+00:00;Det ville også være godt hvis kommunerne ude i Danmark ikke sparer på kvaliteten af arbejdshandsker, når man passer borgere med multiresistent stafilikok. ;1298524279785611264;Heunicke
85;2016-07-09 21:38:49+00:00;Arabic introduction for Marcelle Aleid porject - مارسيل العيد تتحدث عن ذ... https://youtu.be/yTBEzpTB8Gw via @YouTube #Marcelle_Aleid #MyOneThing;751893396118237184;Heunicke
86;2020-08-26 07:34:45+00:00;"Og så er det at jeg logisk spø'r mig selv; hvorfor dropper men ikke mundbind ved operationer etc., når det nu er ligemeget??? Eller er det ligesom med klima, alle institutioner og forskere ser mulighed for at forvirre og gøre opmærksom på sig selv?";1298524266229637121;Heunicke
87;2020-08-26 07:30:33+00:00;Jeg ved ikke om @SSTSundhed handlede klogt og rigtigt ift. værnemidler @Heunicke Men jeg ved hvordan @FOA_dk medlemmerne i frontlinjen havde det. Skal vi ikke bare aftale, det ikke sker igen? Værnemidler nok i @kommunerne tak! #dkpol @regionerne @tv2newsdk;1298523209034235904;Heunicke
88;2020-08-26 07:24:51+00:00;Det forudsætter teoretisk set smittekæder på 7 personer at nå op på 4 smittede. Praktisk set løber man tør for interagerende danskere, hvis kontakttallet er lavt nok.;1298521776683614210;Heunicke
89;2020-08-26 07:07:56+00:00;Brugte Danmark malaria medicin var der ingen Senfølger;1298517520295563264;Heunicke
90;2020-08-26 06:53:24+00:00;#Sundhedsminister @Heunicke Novel Coronavirus SARS-CoV2 er mest farligt for ældre og svækket mennesker, og dem med en underliggende sygdom, så ville være bedst give vaccine til ældre først 50+ år, og så til borger i udsatte job. #DkPol #DkSund #SundPol;1298513862157897728;Heunicke
91;2020-08-26 06:51:06+00:00;I skyder gråspurve med kanoner;1298513280793804802;Heunicke
92;2020-08-26 06:44:51+00:00;Hvis der er adgang i #Danmark til en begrænset mængde vaccine imod den Novel #Coronavirus SARS-Cov2, så skulle man nok give vaccine til eks. borger over 50 år ? Corona vaccine skal uddeles i starten efter alder, de ældste først, og så dem i udsatte job @Heunicke #DkPol #Dksund;1298511708957310976;Heunicke
93;2020-08-26 06:18:28+00:00;10 år? Så lang tid kan det ikke tage. Det lyder som børnepsykiatrien i nogle kommuner, hvor sagerne bliver syltet indtil børnene er blevet voksne, for så er det en anden kasse, der skal døje med de urimelige borgere, der ikke passer ind i regnearket;1298505072268255232;Heunicke
94;2020-08-26 05:27:41+00:00;Det var »klogt og rigtigt«, at myndighederne i de hektiske dage i marts besluttede, at tilgængelige værnemidler i første omgang skulle tilgå regionerne, sagde @Heunicke på gårsdagens samråd. @DKsundhed #sundpol https://politikensundhed.dk/nyheder/art7898941/Det-var-%C2%BBklogt%C2%AB-at-v%C3%A6rnemidler-i-f%C3%B8rste-omgang-gik-til-regionerne;1298492290634256384;Heunicke
95;2020-08-26 05:16:09+00:00;Kan læger og sygeplejersker ikke holde 1,5 meters afstand? Så vidt jeg ved bruger de alle masker under en operation... Ved ikke hvor de ellers lige skulle stå så tæt.;1298489387102212097;Heunicke
96;2020-08-26 05:07:10+00:00;“Vi har brug for systematisk opfølgning nationalt af #COVID19dk patienter med senfølger”, mener @GreteGc fra @Sygeplejeraadet @HanneFallNielse @tv2newsdk @DRNyheder #dkpol #sundpol @Heunicke @PHummelgaard;1298487125118263297;Heunicke
97;2020-08-26 04:51:11+00:00;Mange som har været smittet med #covid-19 kæmper stadig med alvorlige #senfølger. Der er brug for en national tilgang til hvordan vi hjælper dem bedst muligt tilbage til hverdagen, uden et stort individuelt pres på at komme for tidligt tilbage på arbejde. @Heunicke @PHummelgaard;1298483105074905093;Heunicke
98;2020-08-26 04:48:49+00:00;Men du har da tidligere indrømmet, at du var til et møde med Bill Gates fond?;1298482509123125248;Heunicke
99;2020-08-26 01:08:14+00:00;Så håber jeg det krav om mundbind bliver fjernet, så jeg ikke skal få angst af at ta toget, fordi jeg ikke kan trække vejret med mundbind på. Og man blir jo udskammet, hvis man ikke har et på. Folk er blevet så ubehagelige efter det krav...;1298426998960857088;Heunicke
100;2020-08-25 23:02:08+00:00;https://youtu.be/6De9bKgWjuA @Heunicke @Metterederiksen @politiet @korrupte svin nu stopper jeres dybt landsforræderiske morderiske ondskab imod os. FAKE NEWS @JOURNALISTER I HAR BLOD PÅ JERES HÆNDER. FÅ SANDHEDEN FREM NU!! @DKPOL @MrMesserschmidt @nyeborgelige lars! Tik tak;1298395261815988226;Heunicke
101;2020-08-25 21:43:18+00:00;Uden tvivl vil en virus hjælpe, men det er jo ikke en kur, blot en hjælp til de svageste, som det er med influenza-vaccinen. De samme der får influenza-vaccine, bør absolut tage corona-vaccinen, da det bedrer deres odds for overlevelse.;1298375424402169856;Heunicke
102;2020-08-25 21:41:16+00:00;Flokimmunitet, som i at spredning hæmmes af folkmed antistoffer og asymptomatiske bl.a. Ikke som i at vi bliver immune for virus. Antistofferne holder heller ikke så længe for influenza, hvorfor de ældre løbende skal vaccineres, for at imødekomme nye virusstammer.;1298374913171042305;Heunicke
103;2020-08-25 20:49:40+00:00;Skrækkeligt! Tænk en forurening af naturen regeringen har igangsat, med kravet om mundbind - og så uden dokumenterbar effekt af betydning. Symbolpolitik som selv @DanskDf1995 ville misunde! #dkpol #klima @Spolitik;1298361928801189890;Heunicke
104;2020-08-25 20:49:31+00:00;Nope. Det er hele kernen i den her debat. Det er (stadig) ikke forbudt at bruge hovedet.;1298361890855366656;Heunicke
105;2020-08-25 20:49:16+00:00;For ej at forglemme Trine Bramsen der meldte afbud til Spørg Regeringen på P1 i går 10 minutter inden. Det er skammeligt af et regeringsparti.;1298361827651248128;Heunicke
106;2020-08-25 20:21:33+00:00;friheden er død lige nu medmindre nogen vælter heunicke, brostrøm og kåre af pinden. er spændt på demoen i berlin lørdag. hører rygter om at der kommer folk fra flere lande og mellem 3-10 mil deltagere.;1298354852309999618;Heunicke
107;2020-08-25 20:21:30+00:00;"Kære @Heunicke. Ifh til opsporing &amp; inddæmning af covid-smittede: Hvordan skal vi i min boligforening så forholde os? Vi har fået at vide at pga GDPR, må resten af opgangens beboere ikke informeres om, at folk i deres opgang er smittet. Det samme gælder vedr forøget rengøring.";1298354839320133633;Heunicke
108;2020-08-25 20:16:39+00:00;Og gennemsnitsalderen for de der er døde med covid er 82 år... så altså et år højere end den normale levetid herhjemme ;1298353616336703488;Heunicke
109;2020-08-25 20:14:53+00:00;Det snakkede man vidst om at gøre i UK optil, at årgang 00 ville blive 18år. Jeg er dog mere tilhænger af det individuelle ansvar, end forbud og afgifter. Men hvis det er, åh så forfærdeligt og synd for de skattels børn, kan det vil ikke være værre, når de ikke vil forbyde det? ;1298353172403163136;Heunicke
110;2020-08-25 20:05:21+00:00;Hvis du er født efter 00 så må du ikke købe tobak. Det vil være så let. Vi ryger hurtigt...;1298350773936545793;Heunicke
111;2020-08-25 20:01:24+00:00;Så kom svaret . Covid-19 Negativ, og ikke påvist antistof. Det var hvad jeg ventede, men var selvfølge ret spændt på om jeg havde haft Covid-19 uden at være klar over det.;1298349782390329344;Heunicke
112;2019-01-01 14:40:41+00:00;So. Much. Silverware. These 10 clubs have dominated Europe's top 5 leagues.;1080111576320016385;Heunicke
113;2020-08-25 19:58:15+00:00;Det kunne da godt være en god ide, at give kvinder et par ekstra fridage om året, på grund af menstruationsmerter i underlivet. Det syntes jeg da at mit parti (S) @Spolitik skulle støtte ? @Heunicke #DkPol #DkSund #SundPol;1298348989075480576;Heunicke
114;2020-08-25 19:55:38+00:00;Nå okay.. Det troede jeg var udenrigsudvalget.. Michael Aastrup Jensen ;1298348331001950209;Heunicke
115;2020-08-25 19:53:21+00:00;Skriv dit navn og adresse så sender jeg dem kvit og frit. ;1298347753899204608;Heunicke
116;2020-08-25 19:51:37+00:00;Nej nej den er go nok.;1298347317570023424;Heunicke
117;2020-08-25 19:50:18+00:00;Du er på en forkert tråd, tror jeg..;1298346986660388864;Heunicke
118;2020-08-25 19:47:47+00:00;Det er dig der også kalder dig frikorpsdanmark, ikke? @MartinChristo34;1298346353442148353;Heunicke
119;2020-08-25 19:47:37+00:00;Jeg fandt en kasse med 1000 mundbind. Du kan få dem helt gratis. ;1298346311054499840;Heunicke
120;2020-08-25 19:45:42+00:00;Jeg var i Washington til årsmøde i Verdensbanken. Den pågældende eftermiddag og aften var jeg i den danske ambassade til møde med danske diplomater mfl. Det er trist, at teorier som dem, du skriver om, spredes uden skyggen af dokumentation eller fakta;1298345830592765960;Heunicke
121;2020-08-25 19:44:50+00:00;Ahhh tror mere det er jer der bliver ved og tro på dette vanvid, der har brug for en psykiater.. Men befolkningen er ved og vågne.. Så gad vide hvad det næste træk fra @regeringDK bliver;1298345611692068864;Heunicke
122;2020-08-25 19:43:05+00:00;@MartinChristo34 , på mig tyder det på du har brug for en psykiater.;1298345169494958083;Heunicke
123;2020-08-25 19:39:26+00:00;https://www.facebook.com/1305971877/videos/10218125756197835/ SE HVAD DE KORRUPTE #FRIMURER SVIN BYDER OS OG VORES BØRN. BLA HITLER @Heunicke OG patner in crime #PÆDOFILE SATANIST @FRIMURER FRU @BILLGATES. STOP DE MORD PÅ OS @DKPOL;1298344254381658115;Heunicke
124;2020-08-25 19:32:11+00:00;Så det er altså helt tilfældigt at du er til møde I USA, lige præcis samme dag som Event 201 har en event der øver en pandemi, der starter som en Corona Virus i en grisefarm i Brasilien event sponsoret af Bill og Melinda Foundation, som du har møde med??? Hmmm ja right.;1298342429716893696;Heunicke
125;2020-08-25 19:25:01+00:00;Dejligt at høre, Liselott - tak for godt nyt!;1298340624513540096;Heunicke
126;2020-08-25 19:18:41+00:00;Nej det ved jeg , men det forhindre ikke S i at sælge det som værdig hjælp til de nedslidte der har ‘ knoklet i hårde erhverv i mange år ‘... modsat alle os andre der ikke knokler må msn forstå;1298339030057222146;Heunicke
127;2020-08-25 19:18:34+00:00;Nåede at nævne det i samrådet i dag og minister var positiv;1298338999539503106;Heunicke
128;2020-08-25 19:18:34+00:00;Hej Martin, det er ikke korrekt. Jeg har svaret gentagne gange, og gør det gerne igen: Sagen er, at det møde i New York sidste år, der skrives om, deltog hverken jeg selv eller Danmark i. Vi kendte ikke til det, før folk begyndte at skrive om det på min facebook i år. Vh Magnus;1298338999069741060;Heunicke
129;2020-08-25 19:15:17+00:00;Nedslidning er ikke et kriterie;1298338173970526213;Heunicke
